id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;0
all_games25;Half-Life 2; PC;;November 16, 2004;;;96.0;9.2;;[Metacritic's 2004 PC Game of the Year] By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around him, from the physical environment to the behaviors -- even the emotions -- of both friends and enemies. The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people -- people he cares about -- are counting on him. [Vivendi Universal];;;Windowgames_1536;Half-Life: Opposing Force;PC;Sierra Studios;1999-01-01;;Shooter,Platform,Puzzle;;;Gearbox Software;;;;False
all_games25;Half-Life 2; PC;;November 16, 2004;;;96.0;9.2;;[Metacritic's 2004 PC Game of the Year] By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around him, from the physical environment to the behaviors -- even the emotions -- of both friends and enemies. The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people -- people he cares about -- are counting on him. [Vivendi Universal];;;Windowgames_1538;Half-Life 2: Episode One;PC;Valve;2006-01-01;;Shooter;;;Valve;;;;False
all_games25;Half-Life 2; PC;;November 16, 2004;;;96.0;9.2;;[Metacritic's 2004 PC Game of the Year] By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around him, from the physical environment to the behaviors -- even the emotions -- of both friends and enemies. The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people -- people he cares about -- are counting on him. [Vivendi Universal];;;Windowgames_1539;Half-Life 2: Episode Two;PC;Valve;2007-01-01;;Shooter,Puzzle;;;Valve;;;;False
all_games25;Half-Life 2; PC;;November 16, 2004;;;96.0;9.2;;[Metacritic's 2004 PC Game of the Year] By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around him, from the physical environment to the behaviors -- even the emotions -- of both friends and enemies. The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people -- people he cares about -- are counting on him. [Vivendi Universal];;;Windowgames_1540;Half-Life 2: Lost Coast;PC;Valve;2005-01-01;;Shooter;;;Valve;;;;False
all_games26;Grand Theft Auto V; PC;;April 13, 2015;;;96.0;7.8;;"Los Santos: a sprawling sun-soaked metropolis full of self-help gurus, starlets and fading celebrities, once the envy of the Western world, now struggling to stay alive in a time of economic uncertainty and cheap reality TV. Amidst the turmoil, three very unique criminals plot their own chances of survival and success: Franklin, a street hustler looking for tangible opportunities and serious money; Michael, a professional ex-con whose retirement is less rosy than he figured it would be; and Trevor, a violent dude driven by the opportunity for a cheap high and his next big score. With options at a premium, the crew risks it all in a myriad of daring and dangerous heists that could set them up for life.";;;Windowgames_1485;Grand Theft Auto V;PC;Rockstar Games;2015-01-01;;Shooter,Racing,Sport,Adventure;;;Rockstar North;;;;True
all_games32;The Orange Box; Xbox 360;;October 10, 2007;;;96.0;9.0;;Games included in The Orange Box compilation: The original Half-Life 2 - The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people - people he cares about - are counting on him. Half-Life 2: Episode One - The player reprises his role of Dr. Freeman, who must immediately face the repercussions of his actions in City 17 and the Citadel. Freeman reconnects with Alyx Vance and her robot, Dog, as they continue their support of the resistance's battle against the Combine forces. Half-Life 2: Episode Two -- the second installment in Valve's episodic trilogy advances the award-winning story, leading the player to new locations outside of City 17. Portal - a pioneering type of single player action game that rewrites the rules for how players approach and manipulate their environment – much like how Half-Life 2's Gravity Gun reinvented the way gamers interact with objects in the game. Team Fortress 2 - an all-new version of the legendary title that spawned team based multiplayer action games. The game's daring new art style features the most advanced graphics of any Source-based game released to date. [Valve Software];;;Windowgames_2424;The Orange Box;PC;Valve;2007-01-01;;Shooter,Puzzle;;;Valve;;;;False
all_games33;The Orange Box; PC;;October 10, 2007;;;96.0;9.3;;Games included in The Orange Box compilation: The original Half-Life 2 - The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people - people he cares about - are counting on him. Half-Life 2: Episode One - The player reprises his role of Dr. Freeman, who must immediately face the repercussions of his actions in City 17 and the Citadel. Freeman reconnects with Alyx Vance and her robot, Dog, as they continue their support of the resistance's battle against the Combine forces. Half-Life 2: Episode Two -- the second installment in Valve's episodic trilogy advances the award-winning story, leading the player to new locations outside of City 17. Portal - a pioneering type of single player action game that rewrites the rules for how players approach and manipulate their environment – much like how Half-Life 2's Gravity Gun reinvented the way gamers interact with objects in the game. Team Fortress 2 - an all-new version of the legendary title that spawned team based multiplayer action games. The game's daring new art style features the most advanced graphics of any Source-based game released to date. [Valve Software];;;Windowgames_2424;The Orange Box;PC;Valve;2007-01-01;;Shooter,Puzzle;;;Valve;;;;True
all_games39;Half-Life; PC;;November 19, 1998;;;96.0;9.1;;Half-Life combines great storytelling in the tradition of Stephen King with intense action and advanced technology to create a frighteningly realistic world where players need to think smart to survive. Half-Life has won more than 50 Game of the Year awards from publications around the world, and was named 'Best PC Game Ever' in PC Gamer's November 1999 issue. [Sierra];;;Windowgames_1534;Half-Life;PC;Sierra Studios;1998-01-01;;Shooter,Platform,Puzzle,Adventure;;;Valve;;;;True
all_games39;Half-Life; PC;;November 19, 1998;;;96.0;9.1;;Half-Life combines great storytelling in the tradition of Stephen King with intense action and advanced technology to create a frighteningly realistic world where players need to think smart to survive. Half-Life has won more than 50 Game of the Year awards from publications around the world, and was named 'Best PC Game Ever' in PC Gamer's November 1999 issue. [Sierra];;;Windowgames_1535;Half-Life: Blue Shift;PC;Sierra Entertainment;2001-01-01;;Shooter,Platform,Puzzle;;;Gearbox Software;;;;False
all_games39;Half-Life; PC;;November 19, 1998;;;96.0;9.1;;Half-Life combines great storytelling in the tradition of Stephen King with intense action and advanced technology to create a frighteningly realistic world where players need to think smart to survive. Half-Life has won more than 50 Game of the Year awards from publications around the world, and was named 'Best PC Game Ever' in PC Gamer's November 1999 issue. [Sierra];;;Windowgames_1536;Half-Life: Opposing Force;PC;Sierra Studios;1999-01-01;;Shooter,Platform,Puzzle;;;Gearbox Software;;;;False
all_games39;Half-Life; PC;;November 19, 1998;;;96.0;9.1;;Half-Life combines great storytelling in the tradition of Stephen King with intense action and advanced technology to create a frighteningly realistic world where players need to think smart to survive. Half-Life has won more than 50 Game of the Year awards from publications around the world, and was named 'Best PC Game Ever' in PC Gamer's November 1999 issue. [Sierra];;;Windowgames_1537;Half-Life 2;PC;Vivendi,Sierra Entertainment,Valve;2004-01-01;;Shooter;;;Valve;;;;False
all_games39;Half-Life; PC;;November 19, 1998;;;96.0;9.1;;Half-Life combines great storytelling in the tradition of Stephen King with intense action and advanced technology to create a frighteningly realistic world where players need to think smart to survive. Half-Life has won more than 50 Game of the Year awards from publications around the world, and was named 'Best PC Game Ever' in PC Gamer's November 1999 issue. [Sierra];;;Windowgames_1538;Half-Life 2: Episode One;PC;Valve;2006-01-01;;Shooter;;;Valve;;;;False
all_games39;Half-Life; PC;;November 19, 1998;;;96.0;9.1;;Half-Life combines great storytelling in the tradition of Stephen King with intense action and advanced technology to create a frighteningly realistic world where players need to think smart to survive. Half-Life has won more than 50 Game of the Year awards from publications around the world, and was named 'Best PC Game Ever' in PC Gamer's November 1999 issue. [Sierra];;;Windowgames_1539;Half-Life 2: Episode Two;PC;Valve;2007-01-01;;Shooter,Puzzle;;;Valve;;;;False
all_games39;Half-Life; PC;;November 19, 1998;;;96.0;9.1;;Half-Life combines great storytelling in the tradition of Stephen King with intense action and advanced technology to create a frighteningly realistic world where players need to think smart to survive. Half-Life has won more than 50 Game of the Year awards from publications around the world, and was named 'Best PC Game Ever' in PC Gamer's November 1999 issue. [Sierra];;;Windowgames_1540;Half-Life 2: Lost Coast;PC;Valve;2005-01-01;;Shooter;;;Valve;;;;False
all_games43;BioShock; PC;;August 21, 2007;;;96.0;8.6;;"Going beyond ""run and gun corridors,"" ""monster-closet AIs"" and static worlds, BioShock creates a living, unique and unpredictable FPS experience. After your plane crashes into icy uncharted waters, you discover a rusted bathysphere and descend into Rapture, a city hidden beneath the sea. Constructed as an idealistic society for a hand picked group of scientists, artists and industrialists, the idealism is no more. Now the city is littered with corpses, wildly powerful guardians roam the corridors as little girls loot the dead, and genetically mutated citizens ambush you at every turn. Take control of your world by hacking mechanical devices, commandeering security turrets and crafting unique items critical to your very survival. Upgrade your weapons with ionic gels, explosives and toxins to customize them to the enemy and environment. Genetically modify your body through dozens of Plasmid Stations scattered throughout the city, empowering you with fantastic and often grotesque abilities. Explore a living world powered by Ecological A.I., where the inhabitants have interesting and consequential relationships with one another that impact your gameplay experience. Experience truly next generation graphics that vividly illustrate the forlorn art deco city, highlighted by the most detailed and realistic water effects ever developed in a video game. Make meaningful choices and mature decisions, ultimately culminating in the grand question: do you exploit the innocent survivors of Rapture...or save them? [2K Games]";;;Windowgames_348;BioShock;PC;2K Games;2007-01-01;;Shooter;;;2K Boston/2K Australia;;;;True
all_games92;BioShock Infinite; PC;;March 25, 2013;;;94.0;8.6;;Initially conceived as a floating symbol of American ideals at a time when the United States was emerging as a world power, Columbia is sent to distant shores with great fanfare by a captivated public. What begins as a fresh new endeavor of hope turns drastically wrong as the city soon disappears into the clouds to whereabouts unknown. The player takes on the role of former Pinkerton agent Booker DeWitt, sent to the lost city to rescue Elizabeth, a young lady imprisoned there since her childhood. He develops a relationship with Elizabeth, enhancing his abilities with hers so the pair may escape from a city that is literally falling from the sky. DeWitt has to learn to fight foes in high-speed Sky-Line battles, engage in combat both indoors and amongst the clouds, and harness the power of a myriad of new weapons and abilities.;;;Windowgames_350;BioShock Infinite;PC;2K Games;2013-01-01;;Shooter,Adventure;;;Irrational Games;;;;True
all_games43;BioShock; PC;;August 21, 2007;;;96.0;8.6;;"Going beyond ""run and gun corridors,"" ""monster-closet AIs"" and static worlds, BioShock creates a living, unique and unpredictable FPS experience. After your plane crashes into icy uncharted waters, you discover a rusted bathysphere and descend into Rapture, a city hidden beneath the sea. Constructed as an idealistic society for a hand picked group of scientists, artists and industrialists, the idealism is no more. Now the city is littered with corpses, wildly powerful guardians roam the corridors as little girls loot the dead, and genetically mutated citizens ambush you at every turn. Take control of your world by hacking mechanical devices, commandeering security turrets and crafting unique items critical to your very survival. Upgrade your weapons with ionic gels, explosives and toxins to customize them to the enemy and environment. Genetically modify your body through dozens of Plasmid Stations scattered throughout the city, empowering you with fantastic and often grotesque abilities. Explore a living world powered by Ecological A.I., where the inhabitants have interesting and consequential relationships with one another that impact your gameplay experience. Experience truly next generation graphics that vividly illustrate the forlorn art deco city, highlighted by the most detailed and realistic water effects ever developed in a video game. Make meaningful choices and mature decisions, ultimately culminating in the grand question: do you exploit the innocent survivors of Rapture...or save them? [2K Games]";;;Windowgames_349;BioShock 2;PC;2K Games;2010-01-01;;Shooter,Adventure;;;2K Marin;;;;False
all_games92;BioShock Infinite; PC;;March 25, 2013;;;94.0;8.6;;Initially conceived as a floating symbol of American ideals at a time when the United States was emerging as a world power, Columbia is sent to distant shores with great fanfare by a captivated public. What begins as a fresh new endeavor of hope turns drastically wrong as the city soon disappears into the clouds to whereabouts unknown. The player takes on the role of former Pinkerton agent Booker DeWitt, sent to the lost city to rescue Elizabeth, a young lady imprisoned there since her childhood. He develops a relationship with Elizabeth, enhancing his abilities with hers so the pair may escape from a city that is literally falling from the sky. DeWitt has to learn to fight foes in high-speed Sky-Line battles, engage in combat both indoors and amongst the clouds, and harness the power of a myriad of new weapons and abilities.;;;Windowgames_349;BioShock 2;PC;2K Games;2010-01-01;;Shooter,Adventure;;;2K Marin;;;;False
all_games46;Baldur's Gate II: Shadows of Amn; PC;;September 24, 2000;;;95.0;9.1;;"An epic continuation of the story that began in ""Baldur's Gate,"" this RPG is set along the southern portion of the Sword Coast, a detailed and rich area of the Forgotten Realms called Amn. It features 300 spells and 130-plus monster types compared to only 130 spells and 60 monster types in Baldur's Gate. [Interplay]";;;Windowgames_329;Beyond Divinity;PC;CDV;2004-01-01;;Role-playing (RPG);;;Larian Studios;;;;False
all_games63;Portal 2; PC;;April 18, 2011;;;95.0;9.1;;Valve is working on a full-length sequel to its award-winning, mind-bending puzzle action game for the Xbox 360 and PC.;;;Windowgames_2567;Portal;PC;Valve;2007-01-01;;Shooter,Platform,Puzzle,Adventure;;;Valve;;;;False
all_games63;Portal 2; PC;;April 18, 2011;;;95.0;9.1;;Valve is working on a full-length sequel to its award-winning, mind-bending puzzle action game for the Xbox 360 and PC.;;;Windowgames_2568;Portal 2;PC;Valve;2011-01-01;;Real Time Strategy (RTS),Strategy;;;Valve;;;;True
all_games69;The Elder Scrolls V: Skyrim; PC;;November 10, 2011;;;94.0;8.4;;"The next chapter in the Elder Scrolls saga arrives from the Bethesda Game Studios. Skyrim reimagines the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose. Play any type of character you can imagine, and do whatever you want; the legendary freedom of choice, storytelling, and adventure of The Elder Scrolls is realized like never before. Skyrim's new game engine brings to life a complete virtual world with rolling clouds, rugged mountains, bustling cities, lush fields, and ancient dungeons. Choose from hundreds of weapons, spells, and abilities. The new character system allows you to play any way you want and define yourself through your actions. Battle ancient dragons like you've never seen. As Dragonborn, learn their secrets and harness their power for yourself.";;;Windowgames_1092;The Elder Scrolls V: Skyrim;PC;Bethesda Softworks;2011-01-01;;Role-playing (RPG);;;Bethesda Game Studios;;;;True
all_games79;Mass Effect 2; PC;;January 26, 2010;;;94.0;8.9;;The Mass Effect trilogy is a science fiction adventure set in a vast universe filled with dangerous alien life forms and mysterious uncharted planets. In this dark second chapter, Saren’s evil army of Geth soldiers has just been defeated, and humans, who are still struggling to make their mark on the galactic stage, are now faced with an even greater peril. [BioWare];;;Windowgames_2051;Mass Effect 2;PC;Electronic Arts;2010-01-01;;Shooter,Role-playing (RPG),Tactical;;;BioWare;;;;True
all_games85;Grand Theft Auto: Vice City; PC;;May 12, 2003;;;94.0;8.8;;"[Metacritic's 2003 PC Game of the Year] The PC version has enhanced features including improved graphics and sound, additional PC controls, as well as several options for players to customize the game. ""Welcome to Vice City. Welcome to the 1980s."" Having just made it back onto the streets of Liberty City after a long stretch in maximum security, Tommy Vercetti is sent to Vice City by his old boss, Sonny Forelli. They were understandably nervous about his re-appearance in Liberty City, so a trip down south seemed like a good idea. But all does not go smoothly upon his arrival in the glamorous, hedonistic metropolis of Vice City. He's set up and is left with no money and no merchandise. Sonny wants his money back, but the biker gangs, Cuban gangsters, and corrupt politicians stand in his way. Most of Vice City seems to want Tommy dead. His only answer is to fight back and take over the city himself. Vice City offers vehicular pleasures to suit every taste. For the speed enthusiast, there's high-performance cars and motorbikes. For the sportsman, a powerboat or a golf buggy lets you enjoy the great outdoors. For those that need that sense of freedom and escape, why not charter a helicopter and see the beauty of Vice City from the air? [Rockstar]";;;Windowgames_1485;Grand Theft Auto V;PC;Rockstar Games;2015-01-01;;Shooter,Racing,Sport,Adventure;;;Rockstar North;;;;False
all_games85;Grand Theft Auto: Vice City; PC;;May 12, 2003;;;94.0;8.8;;"[Metacritic's 2003 PC Game of the Year] The PC version has enhanced features including improved graphics and sound, additional PC controls, as well as several options for players to customize the game. ""Welcome to Vice City. Welcome to the 1980s."" Having just made it back onto the streets of Liberty City after a long stretch in maximum security, Tommy Vercetti is sent to Vice City by his old boss, Sonny Forelli. They were understandably nervous about his re-appearance in Liberty City, so a trip down south seemed like a good idea. But all does not go smoothly upon his arrival in the glamorous, hedonistic metropolis of Vice City. He's set up and is left with no money and no merchandise. Sonny wants his money back, but the biker gangs, Cuban gangsters, and corrupt politicians stand in his way. Most of Vice City seems to want Tommy dead. His only answer is to fight back and take over the city himself. Vice City offers vehicular pleasures to suit every taste. For the speed enthusiast, there's high-performance cars and motorbikes. For the sportsman, a powerboat or a golf buggy lets you enjoy the great outdoors. For those that need that sense of freedom and escape, why not charter a helicopter and see the beauty of Vice City from the air? [Rockstar]";;;Windowgames_1489;Grand Theft Auto: Vice City;PC;Rockstar Games;2002-01-01;;Shooter,Racing,Adventure;;;Rockstar North;;;;True
all_games89;Sid Meier's Civilization II; PC;;February 29, 1996;;;94.0;8.8;;An empire-building turn-based strategy game. The game starts at the Old Stone Age in 4000 BC. Your tribe begins with a Settlers unit and has no knowledge about the surrounding area. As you found new cities and explore the surroundings, you may find hostile barbarians, villages, and other competing cultures. [Civ Fantatics' Center];;;Windowgames_579;Civilization II;PC;MicroProse;1996-01-01;;Strategy,Turn-based strategy (TBS);;;MicroProse;;;;True
all_games90;Quake; PC;;June 22, 1996;;;94.0;8.8;;Rage through 32 single player levels and 6 deathmatch levels of sheer terror and fully immersive sound and lighting. Arm yourself against the cannibalistic Ogre, fiendish Vore and indestructible Schambler using letal nails, fierce Thunderbolts and abominable Rocket and Grenade Launchers. [id Software];;;Windowgames_2666;Quake;PC;GT Interactive;1996-01-01;;Shooter;;;id Software;;;;True
all_games90;Quake; PC;;June 22, 1996;;;94.0;8.8;;Rage through 32 single player levels and 6 deathmatch levels of sheer terror and fully immersive sound and lighting. Arm yourself against the cannibalistic Ogre, fiendish Vore and indestructible Schambler using letal nails, fierce Thunderbolts and abominable Rocket and Grenade Launchers. [id Software];;;Windowgames_2667;Quake II;PC;Activision;1997-01-01;;Shooter;;;id Software;;;;False
all_games95;The Elder Scrolls IV: Oblivion; PC;;March 20, 2006;;;94.0;8.2;;Oblivion is a single-player game that takes place in Tamriel's capital province, Cyrodiil. You are given the task of finding the hidden heir to a throne that sits empty, the previous emperor having been killed by an unknown assassin. With no true Emperor, the gates to Oblivion (the equivalent of hell in the world of Tamriel) open, and demons begin to invade Cyrodiil and attack its people and towns. It's up to you to find the lost heir to the throne and unravel the sinister plot that threatens to destroy all of Tamriel. In keeping with the Elder Scrolls tradition, players have the option to experience the main quest at their own pace, and there are plenty of opportunities to explore the vast world and make your own way. Numerous factions can be joined, such as the thieves or mages guilds, and each contains its own complete storyline and the chance to rise to the head of the faction and reap further rewards. Oblivion features a groundbreaking new AI system, called Radiant AI, which gives non-player characters (NPCs) the ability to make their own choices based on the world around them. They decide where to eat or who to talk to and what they say. They sleep, go to church, and even steal items, all based on their individual characteristics. Full facial animations and lip-synching, combined with full speech for all dialog, allows NPCs to come to life like never before. [Bethesda];;;Windowgames_1090;The Elder Scrolls IV: Oblivion;PC;2K Games;2006-01-01;;Role-playing (RPG);;;Bethesda Softworks;;;;True
all_games100;Grim Fandango; PC;;October 14, 1998;;;94.0;9.1;;Something's rotten in the Land of Dead and you're being played for a sucker. Meet Manny Calavera, travel agent at the Department of Death. He sells luxury packages to souls on their four-year journey to eternal rest. But there's trouble in paradise. Help Manny untangle himself from a conspiracy that threatens his very salvation. [LucasArts];;;Windowgames_1507;Grim Fandango;PC;LucasArts;1998-01-01;;Point-and-click,Puzzle,Adventure;;;LucasArts;;;;True
all_games46;Baldur's Gate II: Shadows of Amn; PC;;September 24, 2000;;;95.0;9.1;;"An epic continuation of the story that began in ""Baldur's Gate,"" this RPG is set along the southern portion of the Sword Coast, a detailed and rich area of the Forgotten Realms called Amn. It features 300 spells and 130-plus monster types compared to only 130 spells and 60 monster types in Baldur's Gate. [Interplay]";;;Windowgames_256;Baldurs Gate II: Shadows of Amn;PC;Black Isle Studios,Interplay Entertainment;2000-01-01;;Role-playing (RPG);;;BioWare;;;;True
all_games664;Dishonored; PlayStation 3;;October 9, 2012;;;89.0;7.9;;The action in Dishonored takes place in Dunwall, an industrial whaling city where unusual steampunk-inspired technology and other-worldly forces coexist in the dark shadows. You play the role of the once-trusted bodyguard of the beloved Empress. Framed for her murder, you become an infamous assassin, known only by the eerily disturbing mask that has become your claim to fame. In a time of uncertainty, when the city is besieged by plague and ruled by a corrupt government armed with industrial technologies, dark forces conspire to thrust upon you abilities beyond those of any typical man – but at a cost. The truth behind your betrayal is as murky as the waters encircling the city, and the life you once had has slipped away forever.;;;Windowgames_566;The Chronicles of Shakespeare: A Midsummer Nights Dream;PC;Daedalic Entertainment;2011-01-01;;Adventure;;;Daedalic Entertainment;;;;False
all_games3352;Puzzle Quest: Challenge of the Warlords; DS;;March 20, 2007;;;82.0;8.3;;"Set in the Warlords universe, Puzzle Quest challenges gamers to create, develop and customize the ultimate hero to save the land of Etheria from the evil Lord Bane. In order to advance, players battle in turn-based, head-to-head ""match-three"" style puzzle games in one of three distinct gameplay modes: Single-player allows gamers to battle against the computer AI as they embark on over 150 challenging quests, Instant Action allows gamers to jump in and immediately play continuous battles to level-up characters without participating in quests, and Multiplayer allows gamers to battle live opponents via wireless connectivity. Victory will advance the player’s hero, magical arsenal, creature companions and more - ultimately rewarding gamers at nearly every turn and providing endless hours of replayablity. [D3Publisher of America]";;;Windowgames_47;Adventures of Pip;PC;TicToc Games;2015-01-01;;Role-playing (RPG),Adventure,Indie;;;TicToc Games;;;;False
all_games1018;Street Fighter V: Arcade Edition; PlayStation 4;;January 16, 2018;;;87.0;6.5;;Street Fighter V: Arcade Edition is a brand-new disc that includes all base content from the original Street Fighter V release, Arcade Mode and a code for Character Pass 1 and 2 content, which includes 12 playable characters and 12 premium costumes. * ARCADE MODE Choose from six different paths themed after classic Street Fighter games. * GALLERY Unlock hundreds of illustrations as you play through Arcade Mode. * TEAM BATTLE Assemble local teams, set your own rules and see who comes out on top. * EXTRA BATTLE Complete online challenges to earn Fight Money, EXP, unique costumes and more. * NEW V-TRIGGERS Each character will have two V-Triggers, adding more depth to the combat system. * NEW VISUALS The UI is redesigned with new color schemes and exciting pre-and-post fight effects.;;;Windowgames_153;AquaNox 2: Revelation;PC;Encore Software,JoWooD Productions;2003-01-01;;Shooter,Simulator;;;Massive Development;;;;False
all_games2628;Karaoke Revolution; PlayStation 2;;October 24, 2003;;;83.0;8.7;;Turn your PlayStation 2 into a high-end, interactive karaoke machine with Karaoke Revolution, the latest in Konami's award-winning line of music video games. Featuring an impressive list of tunes from current hits to yesterday's classics, Karaoke Revolution will give gamers of all types something to sing about. Sing your favorite tunes while Karaoke Revolution judges you. Perform your way to the ultimate concert venue in Showtime Mode. Choose from a list of hits from the 70's, 80's, 90's and today! Utilizes the Sony USB headset microphone for PlayStation 2. [Konami];;;Windowgames_321;Beijing 2008;PC;Sega;2008-01-01;;Sport;;;Eurocom;;;;False
all_games2328;Vanquish; PlayStation 3;;October 19, 2010;;;84.0;9.1;;Directed by Shinji Mikami, VANQUISH is a sci-fi shooter of epic proportions with a fast, fluid and frenetic combat system, and an engaging and immersive storyline. Players take the role of Sam, a government agent kitted out with a futuristic battle suit, in a near future world where nations war over the planet's remaining energy resources. A versatile fighter with a huge arsenal of weaponry at his disposal, Sam also has an array of martial arts skills that he can use to take down his robot enemies.;;;Windowgames_518;Centipede;PC;Hasbro Interactive;1998-01-01;;Shooter;;;Atari,Leaping Lizard;;;;False
all_games694;Advance Wars 2: Black Hole Rising; Game Boy Advance;;June 24, 2003;;;89.0;8.9;;Just when you thought you'd seen the last of them, the Black Hole Army is storming back in this sequel to the award-winning Game Boy Advance strategy game. With new COs under his command, Sturm is leading a new invasion force, and it'll take advance strategy to stop him!;;;Windowgames_340;Bikini Karate Babes;PC;Creative Edge Studios;2002-01-01;;Fighting;;;Creative Edge Studios;;;;False
all_games3156;Airborne Assault: Red Devils Over Arnhem; PC;;June 17, 2002;;;82.0;7.4;;"Take part in the biggest Airborne operation in history! Can your British ""Red Devils"" seize and hold the Rhine crossings and end the war before Christmas 1944? Or can your desperate German forces resist the onslaught and eliminate this threat to the German heartland?";;;Windowgames_524;Championship Manager 4;PC;Eidos Interactive;2003-01-01;;Simulator,Sport,Strategy;;;Sports Interactive;;;;False
all_games393;Crash Bandicoot 3: Warped; PlayStation;;October 31, 1998;;;91.0;9.0;;This time the game takes place across a great expanse of time and space, making for greatly diverse level designs, which in turn keep the game fresh.;;;Windowgames_51;Agatha Christie: Evil Under the Sun;PC;The Adventure Company;2007-01-01;;Adventure;;;AWE Productions;;;;False
all_games2603;Gunstar Super Heroes; Game Boy Advance;;October 25, 2005;;;83.0;7.8;;Gunstar Super Heroes is the sequel to the classic Genesis game Gunstar Heroes. You can play as Red or Blue as you battle through six levels, employing one of three different weapon types. Each character has a slightly different story and balance, adding variety to the 2D platformer gameplay. Gunstar Super Heroes features large bosses and pseudo-3D effects that maximize the graphics capabilities of the Game Boy Advance.;;;Windowgames_476;Call of Duty: World at War;PC;Activision;2008-01-01;;Shooter;;;Treyarch Invention,LLC;;;;False
all_games670;Burnout 2: Point of Impact; GameCube;;April 9, 2003;;;89.0;8.7;;Burnout 2: Point of Impact is the follow-up to the original smash hit with improved graphics, faster gameplay, and bigger, more spectacular crashes. While the first Burnout was inspired by European movies and locations, its sequel is inspired by American films such as The Fast and the Furious. Set in US locations, the game gives you an all-new set of vehicles: modified Japanese cars, pickups, SUVs - plus some bonus rides such as police cruisers, and classic 50's hotrods. Also, expect tighter handling, better crash deformations, new music, new game structure, enhanced physics, new lighting, improved car models, a new replay system, and fast-paced fun.;;;Windowgames_751;Cube 2: Sauerbraten;PC;;2004-01-01;;Shooter;;;Wouter van Oortmerssen,Lee Salzman,Mike Dysart,Robert Pointon,Quinton Reeves;;;;False
all_games968;Rocksmith 2014 Edition; Xbox 360;;October 22, 2013;;;87.0;7.5;;Rocksmith 2014 Edition lets players plug in any electric guitar or bass directly into your system and begin learning guitar with the Rocksmith Method.;;;Windowgames_390;Bone: Out from Boneville;PC;Telltale Games;2005-01-01;;Puzzle,Adventure;;;Telltale Games;;;;False
all_games3310;Enslaved: Odyssey to the West; Xbox 360;;October 5, 2010;;;82.0;7.8;;More than 150 years in the future, the world has transformed into an unrecognizable state where all that remains are a dwindling human population and merciless robots left over from wars long past. In Enslaved, players take on the role of Monkey, a strong and brutish loner, and his AI partner Trip, a technologically savvy but sheltered young woman from a peaceful community. Both become captured by a mysterious slave ship, which are rumored to harvest people and take them out west never to return. As they each attempt to escape, Trip realizes quickly that Monkey, with his raw strength and power, is the only hope she has of making the perilous journey back home. She hacks into a slave headband to enslave Monkey and link them together - if she dies, he dies. Her journey has now become his. Players must make sure both Monkey and Trip work together as they skillfully navigate through the world and survive against the dangerous enemy obstacles that lie in wait. Monkey will deftly wield his trusty staff weapon to attack and defend against enemies, using a combination of melee attacks, blocks and counters. He will also be able to perform spectacular takedown moves, allowing him to rip an enemy apart piece by piece, take its weapon for his own use or destroy it in one final blow. [Namco Bandai Games];;;Windowgames_425;Brothers in Arms: Road to Hill 30;PC;Ubisoft;2005-01-01;;Shooter,Simulator,Strategy,Tactical;;;Gearbox Software;;;;False
