id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;0
all_games18;Grand Theft Auto V; PlayStation 4;;November 18, 2014;;;97.0;8.4;;"The sprawling sun-soaked metropolis of Los Santos is chock full of self-help coaches, starlets and C-List celebrities, once on top of the media world, now struggling to stay relevant in time of economic malaise and lowest-common-denominator reality TV. Amidst this madness, three unique criminals plan their own chances of survival and success: Franklin, a street-level hustler in search of opportunities for serious money; Michael, an ex-con whose ""retirement"" is a less rosy than he hoped it would be; and Trevor, a violent dude driven by the chance for a quick high and the next big score. Nearly out of options, the crew risks it all in a series of daring and dangerous heists that could set them up for life - one way or the other.";;;PS4_id_6348;Grand Theft Auto V (PS4);PS4;Rockstar Games;2014-11-18;;Open World,First Person Shooter,Third Person Shooter;;;Rockstar North;;;;TRUE
all_games60;Persona 5 Royal; PlayStation 4;;March 31, 2020;;;95.0;8.4;;Prepare for an all-new RPG experience in Persona 5 Royal based in the universe of the award-winning series, Persona! Don the mask of Joker and join the Phantom Thieves of Hearts. Break free from the chains of modern society and stage grand heists to infiltrate the minds of the corrupt and make them change their ways! Persona 5 Royal is packed with new characters, confidants, story depth, new locations to explore, and a new grappling hook mechanic for stealthy access to new areas. With a new semester at Shujin Academy, get ready to strengthen your abilities in the metaverse and in your daily life. Persona 5 Royal presents a unique visual style and award nominated composer Shoji Meguro returns with an all-new soundtrack. Explore Tokyo, unlock new Personas, customize your own personal Thieves Den, discover a never-before-seen story arc, cutscenes, alternate endings, and more! Even for the most seasoned Phantom Thieves among us, Persona 5 Royal is a new challenge to defy conventions, discover the power within, and fight for justice. Wear the mask. Reveal your truth.;;;PS4_id_2800;Persona 5 Royal;PS4;SEGA;2020-03-31;;Role Playing,Turn Based;;;Atlus;;;;TRUE
all_games60;Persona 5 Royal; PlayStation 4;;March 31, 2020;;;95.0;8.4;;Prepare for an all-new RPG experience in Persona 5 Royal based in the universe of the award-winning series, Persona! Don the mask of Joker and join the Phantom Thieves of Hearts. Break free from the chains of modern society and stage grand heists to infiltrate the minds of the corrupt and make them change their ways! Persona 5 Royal is packed with new characters, confidants, story depth, new locations to explore, and a new grappling hook mechanic for stealthy access to new areas. With a new semester at Shujin Academy, get ready to strengthen your abilities in the metaverse and in your daily life. Persona 5 Royal presents a unique visual style and award nominated composer Shoji Meguro returns with an all-new soundtrack. Explore Tokyo, unlock new Personas, customize your own personal Thieves Den, discover a never-before-seen story arc, cutscenes, alternate endings, and more! Even for the most seasoned Phantom Thieves among us, Persona 5 Royal is a new challenge to defy conventions, discover the power within, and fight for justice. Wear the mask. Reveal your truth.;;;PS4_id_2801;Persona 5 Royal (EU);PS4;SEGA;2020-03-31;;Role Playing,Turn Based;;;Atlus;;;;FALSE
all_games60;Persona 5 Royal; PlayStation 4;;March 31, 2020;;;95.0;8.4;;Prepare for an all-new RPG experience in Persona 5 Royal based in the universe of the award-winning series, Persona! Don the mask of Joker and join the Phantom Thieves of Hearts. Break free from the chains of modern society and stage grand heists to infiltrate the minds of the corrupt and make them change their ways! Persona 5 Royal is packed with new characters, confidants, story depth, new locations to explore, and a new grappling hook mechanic for stealthy access to new areas. With a new semester at Shujin Academy, get ready to strengthen your abilities in the metaverse and in your daily life. Persona 5 Royal presents a unique visual style and award nominated composer Shoji Meguro returns with an all-new soundtrack. Explore Tokyo, unlock new Personas, customize your own personal Thieves Den, discover a never-before-seen story arc, cutscenes, alternate endings, and more! Even for the most seasoned Phantom Thieves among us, Persona 5 Royal is a new challenge to defy conventions, discover the power within, and fight for justice. Wear the mask. Reveal your truth.;;;PS4_id_2802;Persona 5 Royal (HW/TW);PS4;SEGA;2020-02-20;;Role Playing,Turn Based;;;Atlus;;;;FALSE
all_games60;Persona 5 Royal; PlayStation 4;;March 31, 2020;;;95.0;8.4;;Prepare for an all-new RPG experience in Persona 5 Royal based in the universe of the award-winning series, Persona! Don the mask of Joker and join the Phantom Thieves of Hearts. Break free from the chains of modern society and stage grand heists to infiltrate the minds of the corrupt and make them change their ways! Persona 5 Royal is packed with new characters, confidants, story depth, new locations to explore, and a new grappling hook mechanic for stealthy access to new areas. With a new semester at Shujin Academy, get ready to strengthen your abilities in the metaverse and in your daily life. Persona 5 Royal presents a unique visual style and award nominated composer Shoji Meguro returns with an all-new soundtrack. Explore Tokyo, unlock new Personas, customize your own personal Thieves Den, discover a never-before-seen story arc, cutscenes, alternate endings, and more! Even for the most seasoned Phantom Thieves among us, Persona 5 Royal is a new challenge to defy conventions, discover the power within, and fight for justice. Wear the mask. Reveal your truth.;;;PS4_id_2803;Persona 5 Royal (JP);PS4;Atlus;2019-10-31;;Role Playing,Turn Based;;;Atlus;;;;FALSE
all_games60;Persona 5 Royal; PlayStation 4;;March 31, 2020;;;95.0;8.4;;Prepare for an all-new RPG experience in Persona 5 Royal based in the universe of the award-winning series, Persona! Don the mask of Joker and join the Phantom Thieves of Hearts. Break free from the chains of modern society and stage grand heists to infiltrate the minds of the corrupt and make them change their ways! Persona 5 Royal is packed with new characters, confidants, story depth, new locations to explore, and a new grappling hook mechanic for stealthy access to new areas. With a new semester at Shujin Academy, get ready to strengthen your abilities in the metaverse and in your daily life. Persona 5 Royal presents a unique visual style and award nominated composer Shoji Meguro returns with an all-new soundtrack. Explore Tokyo, unlock new Personas, customize your own personal Thieves Den, discover a never-before-seen story arc, cutscenes, alternate endings, and more! Even for the most seasoned Phantom Thieves among us, Persona 5 Royal is a new challenge to defy conventions, discover the power within, and fight for justice. Wear the mask. Reveal your truth.;;;PS4_id_2804;Persona 5 Royal (KR);PS4;SEGA;2020-02-20;;Role Playing,Turn Based;;;Atlus;;;;FALSE
all_games2195;Dragon Quest V: Hand of the Heavenly Bride; DS;;February 16, 2009;;;84.0;8.6;;This entry in the Zenithia Trilogy follows a journey that transcends three generations. Travel alongside your father on his quest to see the world, grow to set forth on a journey of your own and face life-altering decisions as you continue your family’s legacy. [Square Enix];;;PS4_id_967;Rocking Pilot;PS4;;;;;;;;;;;FALSE
all_games2131;Fight Night Round 3; PlayStation 2;;February 20, 2006;;;84.0;8.2;;Go toe-to-toe with greats such as Ali, De La Hoya, Joe Frazier, Bernard Hopkins and Roy Jones. Outside of the ring, gamers can establish intense rivalries through pre-fight events putting purpose and passion behind every hit. Three new Impact Punches a la the EA Sports Haymaker keep gamers at the edge of their seat as players are only one punch away from the entire dynamic of the fight changing. Land a perfectly timed Flash KO or jump into a quick mid-fight mini-game to land a humiliating knockdown punch. Thrown using EA Sports Fight Night's innovative analog punch system, Impact Punches are high risk and high reward - put down your opponent or get knocked on the canvas. Boxing's Greatest Rivalries - Watch ESPN Classic footage of real-life bouts or re-create the greatest fights from past and present including Arturo Gatti vs. Mickey Ward, Marco Antonio Barrera vs. Eric Morales, and Ali vs. Frasier. Establish intense rivalries of your own by intimidating opponents before the big fight with heated press conferences full of hype, trash talkin', and fights at weigh-ins. Relive the best rivalries of your career in ESPN's Instant Classics! Create a style of your own, then see how you match up against the authentic signature styles from the world's best fighters. Licensed boxers use tactics and strategies that match their real life counterparts. Self Determinant AI adapts its style to match user strengths and to exploit weaknesses. [Electronic Arts];;;PS4_id_1201;Tennis World Tour;PS4;Nacon;2018-05-22;;Sports,Tennis;;;Breakpoint;;;;FALSE
all_games2266;Sayonara Wild Hearts; Switch;;September 19, 2019;;;84.0;8.2;;Sayonara Wild Hearts is a dreamy arcade game about riding motorcycles, skateboarding, dance battling, shooting lasers, wielding swords, and breaking hearts at 200 mph. As the heart of a young woman breaks, the balance of the universe is disturbed. A diamond butterfly appears in her dreams and leads her through a highway in the sky, where she finds her other self: the masked biker called The Fool. Journey through a custom-written pop soundtrack, chase scores, and set out to find the harmony of the universe, hidden away in the hearts of Little Death and her star-crossed allies: Dancing Devils, Howling Moons, Stereo Lovers and Hermit 64.;;;PS4_id_1443;THE KING OF FIGHTERS 2002 UNLIMITED MATCH;PS4;SNK,Pix'n Love;2021-02-08;;Fighting;;;SNK;;;;FALSE
all_games3731;Catherine: Full Body; PlayStation 4;;September 3, 2019;;;81.0;8.1;;Our indecisive protagonist, Vincent, has been with his long-time girlfriend, Katherine, for five years. But instead of taking the next step into marriage, Vincent finds himself in an affair with the provocative blonde bombshell, Catherine! Thrown into discord by his own infidelity, he finds solace in the innocent Rin – further complicating matters. Adding to Vincent’s dilemma, he begins having nightmares that force him to climb for his life... Will he survive the trials and tribulations of love, or fall to temptations?;;;PS4_id_510;Epic Dumpster Bear: Dumpster Fire Redux;PS4;Log Games;2018-04-03;;Platformer;;;Log Games;;;;FALSE
all_games2103;Grim Fandango Remastered; PlayStation Vita;;January 27, 2015;;;84.0;7.4;;Something's Rotten in the Land of the Dead... ...and you're being played for a sucker. He sells luxury packages to souls on their four-year journey to eternal rest. But there's trouble in paradise. Help Manny untangle himself from a conspiracy that threatens his salvation.;;;PS4_id_282;Word Wheel by POWGI (EU);PS4;Lightwood Games;2019-06-04;;Puzzle;;;Lightwood Games;;;;FALSE
all_games1855;Far Cry 4; PlayStation 4;;November 18, 2014;;;85.0;7.7;;Hidden in the towering Himalayas lies a country steeped in tradition and violence. You are Ajay Ghale, returning to the country of your birth, the lush forests and harsh snow capped summits of Kyrat, to fulfill your mother’s dying wish of spreading her ashes. This vast and unpredictable country offers visitors opportunity and danger. You quickly find yourself caught up in a rebellion to overthrow the oppressive regime of Pagan Min, a figure known as much for his sense of style and charisma as for his cruelty and naked brutality. Navigating the treacherous landscape, you find your fate increasingly determined by the choices you make because in Kyrat, and every second is a story. In Far Cry 4, you’ll conquer fortress outposts from the back of a 6-ton elephant and take to the skies as you rain down explosives from your moving perch in the gyrocopter. The vertical landscape of the Himalayas isn’t just a gorgeous backdrop, but a playground that encourages the player to fight, hunt and explore, grappling cliffs or launching into the air, plummeting to the valley below in a controlled free fall with your wing suit. You’ll carry with you a truly unique arsenal of weaponry that lets you play your way, whether it’s sniping, sneaking or all-out assault. When all else fails, animals can be your biggest allies or your greatest peril, as Kyrat’s wilderness delivers on the promise of a true open world anecdote factory.;;;PS4_id_37;Wallachia: Reign of Dracula (EU);PS4;Storybird Studio,PixelHeart;2021-10-02;;;;;Migami Games;;;;FALSE
all_games3055;The Talos Principle: Road To Gehenna; PC;;July 23, 2015;;;82.0;7.9;;The Talos Principle: Road to Gehenna follows the narrative of Uriel, Elohim's messenger, as he explores a strange, hidden part of the simulation on a mission of mercy and redemption in an attempt to free the souls of the damned at all costs. This substantial expansion consists of four episodes that take experienced players through some of the most advanced and challenging puzzles yet. The Talos Principle writers Tom Jubert and Jonas Kyratzes have returned to pen the expansion and show players an entirely different side of Elohim's world through a journey to Gehenna filled with new characters and a new society with its own history and philosophy.;;;PS4_id_917;River City Melee: Battle Royal Special;PS4;H2 Interactive;2017-04-28;;Beat 'em up;;;Arc System Works;;;;FALSE
all_games3141;Slime-san; Switch;;June 8, 2017;;;82.0;8.3;;Three slimetastic adventures!!! Slime your way out of a giant worm! Take down bosses with surgical precision!;;;PS4_id_1358;The Eternal Cylinder;PS4;Good Shepherd Entertainment,Gambitious Digital Entertainment;2021-09-30;;Action-Adventure;;;ACE Team;;;;FALSE
all_games403;Rayman 2: The Great Escape; Nintendo 64;;October 31, 1999;;;90.0;8.8;;Enter a massive 3-D action adventure of amazing beauty and challenge. The pirate terror has enslaved the world and only Rayman's speed, agility, and magical powers can save all. Race and battle across 45 intricately designed areas - rainforests, jungles, narrow canyon passes, even into the mighty pirate ship itself.;;;PS4_id_1172;Tarot Readings Premium (EU);PS4;Crazysoft;2019-04-23;;Educational & Trivia;;;Crazysoft;;;;FALSE
all_games25;Half-Life 2; PC;;November 16, 2004;;;96.0;9.2;;[Metacritic's 2004 PC Game of the Year] By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around him, from the physical environment to the behaviors -- even the emotions -- of both friends and enemies. The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people -- people he cares about -- are counting on him. [Vivendi Universal];;;PS4_id_404;eFootball PES 2021 SEASON UPDATE;PS4;Konami Digital Entertainment;2020-09-15;;Sports,Football;;;Konami Digital Entertainment;;;;FALSE
all_games2494;Dark Souls II: Crown of the Old Iron King; PlayStation 3;;August 26, 2014;;;83.0;8.1;;Crown of the Old Iron King features an entirely different world within the Dark Souls II universe where players will venture into a massive tower swamped by black mist where flames, smoke and sorcery sadistically lurk.;;;PS4_id_693;Rawmen (PS4);PS4;;;;;;;;;;;FALSE
all_games1075;Okami HD; PlayStation 4;;December 12, 2017;;;87.0;8.2;;In Okami, the player takes the role of the mythical sun goddess Amaterasu, in the form of a wolf. Her task is to restore color (or 'life') to the world by destroying the monsters who have stolen it. Since Amaterasu is a diety, there are naturally people who worship her and people who don't. The more people who worship her (as a result of her restoring color and doing other good deeds for them), the more powerful she becomes.;;;PS4_id_13;Qubit's Quest;PS4;Performance Designed Products;2019-11-01;;Platformer;;;Two Okes Entertainment;;;;FALSE
all_games3731;Catherine: Full Body; PlayStation 4;;September 3, 2019;;;81.0;8.1;;Our indecisive protagonist, Vincent, has been with his long-time girlfriend, Katherine, for five years. But instead of taking the next step into marriage, Vincent finds himself in an affair with the provocative blonde bombshell, Catherine! Thrown into discord by his own infidelity, he finds solace in the innocent Rin – further complicating matters. Adding to Vincent’s dilemma, he begins having nightmares that force him to climb for his life... Will he survive the trials and tribulations of love, or fall to temptations?;;;PS4_id_7633;Catherine: Full Body;PS4;SEGA;2019-09-03;;Puzzle;;;Atlus;;;;TRUE
all_games3731;Catherine: Full Body; PlayStation 4;;September 3, 2019;;;81.0;8.1;;Our indecisive protagonist, Vincent, has been with his long-time girlfriend, Katherine, for five years. But instead of taking the next step into marriage, Vincent finds himself in an affair with the provocative blonde bombshell, Catherine! Thrown into discord by his own infidelity, he finds solace in the innocent Rin – further complicating matters. Adding to Vincent’s dilemma, he begins having nightmares that force him to climb for his life... Will he survive the trials and tribulations of love, or fall to temptations?;;;PS4_id_7634;Catherine: Full Body (Asia);PS4;SEGA;2019-04-25;;Puzzle;;;Atlus;;;;FALSE
all_games3731;Catherine: Full Body; PlayStation 4;;September 3, 2019;;;81.0;8.1;;Our indecisive protagonist, Vincent, has been with his long-time girlfriend, Katherine, for five years. But instead of taking the next step into marriage, Vincent finds himself in an affair with the provocative blonde bombshell, Catherine! Thrown into discord by his own infidelity, he finds solace in the innocent Rin – further complicating matters. Adding to Vincent’s dilemma, he begins having nightmares that force him to climb for his life... Will he survive the trials and tribulations of love, or fall to temptations?;;;PS4_id_7635;Catherine: Full Body (JP);PS4;Atlus;2019-02-14;;Puzzle;;;Atlus;;;;FALSE
all_games1855;Far Cry 4; PlayStation 4;;November 18, 2014;;;85.0;7.7;;Hidden in the towering Himalayas lies a country steeped in tradition and violence. You are Ajay Ghale, returning to the country of your birth, the lush forests and harsh snow capped summits of Kyrat, to fulfill your mother’s dying wish of spreading her ashes. This vast and unpredictable country offers visitors opportunity and danger. You quickly find yourself caught up in a rebellion to overthrow the oppressive regime of Pagan Min, a figure known as much for his sense of style and charisma as for his cruelty and naked brutality. Navigating the treacherous landscape, you find your fate increasingly determined by the choices you make because in Kyrat, and every second is a story. In Far Cry 4, you’ll conquer fortress outposts from the back of a 6-ton elephant and take to the skies as you rain down explosives from your moving perch in the gyrocopter. The vertical landscape of the Himalayas isn’t just a gorgeous backdrop, but a playground that encourages the player to fight, hunt and explore, grappling cliffs or launching into the air, plummeting to the valley below in a controlled free fall with your wing suit. You’ll carry with you a truly unique arsenal of weaponry that lets you play your way, whether it’s sniping, sneaking or all-out assault. When all else fails, animals can be your biggest allies or your greatest peril, as Kyrat’s wilderness delivers on the promise of a true open world anecdote factory.;;;PS4_id_5790;Far Cry 3 Classic Edition;PS4;Ubisoft;2018-05-29;;Open World,First Person Shooter,Stealth;;;Ubisoft Montreal;;;;FALSE
all_games1855;Far Cry 4; PlayStation 4;;November 18, 2014;;;85.0;7.7;;Hidden in the towering Himalayas lies a country steeped in tradition and violence. You are Ajay Ghale, returning to the country of your birth, the lush forests and harsh snow capped summits of Kyrat, to fulfill your mother’s dying wish of spreading her ashes. This vast and unpredictable country offers visitors opportunity and danger. You quickly find yourself caught up in a rebellion to overthrow the oppressive regime of Pagan Min, a figure known as much for his sense of style and charisma as for his cruelty and naked brutality. Navigating the treacherous landscape, you find your fate increasingly determined by the choices you make because in Kyrat, and every second is a story. In Far Cry 4, you’ll conquer fortress outposts from the back of a 6-ton elephant and take to the skies as you rain down explosives from your moving perch in the gyrocopter. The vertical landscape of the Himalayas isn’t just a gorgeous backdrop, but a playground that encourages the player to fight, hunt and explore, grappling cliffs or launching into the air, plummeting to the valley below in a controlled free fall with your wing suit. You’ll carry with you a truly unique arsenal of weaponry that lets you play your way, whether it’s sniping, sneaking or all-out assault. When all else fails, animals can be your biggest allies or your greatest peril, as Kyrat’s wilderness delivers on the promise of a true open world anecdote factory.;;;PS4_id_5791;Far Cry 4;PS4;Ubisoft;2014-11-18;;Open World,First Person Shooter,Stealth;;;Ubisoft Montreal;;;;TRUE
all_games1855;Far Cry 4; PlayStation 4;;November 18, 2014;;;85.0;7.7;;Hidden in the towering Himalayas lies a country steeped in tradition and violence. You are Ajay Ghale, returning to the country of your birth, the lush forests and harsh snow capped summits of Kyrat, to fulfill your mother’s dying wish of spreading her ashes. This vast and unpredictable country offers visitors opportunity and danger. You quickly find yourself caught up in a rebellion to overthrow the oppressive regime of Pagan Min, a figure known as much for his sense of style and charisma as for his cruelty and naked brutality. Navigating the treacherous landscape, you find your fate increasingly determined by the choices you make because in Kyrat, and every second is a story. In Far Cry 4, you’ll conquer fortress outposts from the back of a 6-ton elephant and take to the skies as you rain down explosives from your moving perch in the gyrocopter. The vertical landscape of the Himalayas isn’t just a gorgeous backdrop, but a playground that encourages the player to fight, hunt and explore, grappling cliffs or launching into the air, plummeting to the valley below in a controlled free fall with your wing suit. You’ll carry with you a truly unique arsenal of weaponry that lets you play your way, whether it’s sniping, sneaking or all-out assault. When all else fails, animals can be your biggest allies or your greatest peril, as Kyrat’s wilderness delivers on the promise of a true open world anecdote factory.;;;PS4_id_5792;Far Cry 5;PS4;Ubisoft;2018-03-27;;Open World,First Person Shooter,Stealth;;;Ubisoft Montreal;;;;FALSE
all_games1855;Far Cry 4; PlayStation 4;;November 18, 2014;;;85.0;7.7;;Hidden in the towering Himalayas lies a country steeped in tradition and violence. You are Ajay Ghale, returning to the country of your birth, the lush forests and harsh snow capped summits of Kyrat, to fulfill your mother’s dying wish of spreading her ashes. This vast and unpredictable country offers visitors opportunity and danger. You quickly find yourself caught up in a rebellion to overthrow the oppressive regime of Pagan Min, a figure known as much for his sense of style and charisma as for his cruelty and naked brutality. Navigating the treacherous landscape, you find your fate increasingly determined by the choices you make because in Kyrat, and every second is a story. In Far Cry 4, you’ll conquer fortress outposts from the back of a 6-ton elephant and take to the skies as you rain down explosives from your moving perch in the gyrocopter. The vertical landscape of the Himalayas isn’t just a gorgeous backdrop, but a playground that encourages the player to fight, hunt and explore, grappling cliffs or launching into the air, plummeting to the valley below in a controlled free fall with your wing suit. You’ll carry with you a truly unique arsenal of weaponry that lets you play your way, whether it’s sniping, sneaking or all-out assault. When all else fails, animals can be your biggest allies or your greatest peril, as Kyrat’s wilderness delivers on the promise of a true open world anecdote factory.;;;PS4_id_5793;Far Cry 6 (PS4);PS4;Ubisoft;2021-10-07;;Open World,First Person Shooter,Stealth;;;Ubisoft Toronto;;;;FALSE
all_games1855;Far Cry 4; PlayStation 4;;November 18, 2014;;;85.0;7.7;;Hidden in the towering Himalayas lies a country steeped in tradition and violence. You are Ajay Ghale, returning to the country of your birth, the lush forests and harsh snow capped summits of Kyrat, to fulfill your mother’s dying wish of spreading her ashes. This vast and unpredictable country offers visitors opportunity and danger. You quickly find yourself caught up in a rebellion to overthrow the oppressive regime of Pagan Min, a figure known as much for his sense of style and charisma as for his cruelty and naked brutality. Navigating the treacherous landscape, you find your fate increasingly determined by the choices you make because in Kyrat, and every second is a story. In Far Cry 4, you’ll conquer fortress outposts from the back of a 6-ton elephant and take to the skies as you rain down explosives from your moving perch in the gyrocopter. The vertical landscape of the Himalayas isn’t just a gorgeous backdrop, but a playground that encourages the player to fight, hunt and explore, grappling cliffs or launching into the air, plummeting to the valley below in a controlled free fall with your wing suit. You’ll carry with you a truly unique arsenal of weaponry that lets you play your way, whether it’s sniping, sneaking or all-out assault. When all else fails, animals can be your biggest allies or your greatest peril, as Kyrat’s wilderness delivers on the promise of a true open world anecdote factory.;;;PS4_id_5794;Far Cry New Dawn;PS4;Ubisoft;2019-02-15;;Open World,First Person Shooter,Stealth;;;Ubisoft Montreal;;;;FALSE
all_games1855;Far Cry 4; PlayStation 4;;November 18, 2014;;;85.0;7.7;;Hidden in the towering Himalayas lies a country steeped in tradition and violence. You are Ajay Ghale, returning to the country of your birth, the lush forests and harsh snow capped summits of Kyrat, to fulfill your mother’s dying wish of spreading her ashes. This vast and unpredictable country offers visitors opportunity and danger. You quickly find yourself caught up in a rebellion to overthrow the oppressive regime of Pagan Min, a figure known as much for his sense of style and charisma as for his cruelty and naked brutality. Navigating the treacherous landscape, you find your fate increasingly determined by the choices you make because in Kyrat, and every second is a story. In Far Cry 4, you’ll conquer fortress outposts from the back of a 6-ton elephant and take to the skies as you rain down explosives from your moving perch in the gyrocopter. The vertical landscape of the Himalayas isn’t just a gorgeous backdrop, but a playground that encourages the player to fight, hunt and explore, grappling cliffs or launching into the air, plummeting to the valley below in a controlled free fall with your wing suit. You’ll carry with you a truly unique arsenal of weaponry that lets you play your way, whether it’s sniping, sneaking or all-out assault. When all else fails, animals can be your biggest allies or your greatest peril, as Kyrat’s wilderness delivers on the promise of a true open world anecdote factory.;;;PS4_id_5795;Far Cry Primal;PS4;Ubisoft;2016-02-23;;Open World,First Person Shooter,Stealth;;;Ubisoft Montreal;;;;FALSE
all_games1075;Okami HD; PlayStation 4;;December 12, 2017;;;87.0;8.2;;In Okami, the player takes the role of the mythical sun goddess Amaterasu, in the form of a wolf. Her task is to restore color (or 'life') to the world by destroying the monsters who have stolen it. Since Amaterasu is a diety, there are naturally people who worship her and people who don't. The more people who worship her (as a result of her restoring color and doing other good deeds for them), the more powerful she becomes.;;;PS4_id_2492;Okami HD;PS4;Capcom Entertainment;2012-10-30;;Action-Adventure;;;HexaDrive;;;;TRUE
all_games232;Okami HD; PC;;December 12, 2017;;;92.0;7.9;;In Okami, the player takes the role of the mythical sun goddess Amaterasu, in the form of a wolf. Her task is to restore color (or 'life') to the world by destroying the monsters who have stolen it. Since Amaterasu is a diety, there are naturally people who worship her and people who don't. The more people who worship her (as a result of her restoring color and doing other good deeds for them), the more powerful she becomes.;;;PS4_id_2492;Okami HD;PS4;Capcom Entertainment;2012-10-30;;Action-Adventure;;;HexaDrive;;;;FALSE
all_games13443;Surf World Series; PlayStation 4;;August 29, 2017;;;65.0;0.0;;Take to the waves in Surf World Series. Experience the thrill of killer tricks and monster waves at five legendary surfing destinations.;;;PS4_id_4958;Surf World Series;PS4;Vision Games;2017-08-29;;Sports,Surfing;;;Climax Studios;;;;TRUE
all_games13449;Tharsis; PlayStation 4;;January 12, 2016;;;65.0;6.3;;Tharsis is a turn-based strategy game about humanity’s first mission to Mars. It’s an important mission, and not just because of its potential to greatly increase our knowledge of the red planet. No, this mission is humanity’s attempt to locate the source of a mysterious signal emanating from the red planet. [Choice Provisions];;;PS4_id_1235;Tharsis;PS4;Choice Provisions;2016-01-12;;Strategy,Turn Based;;;Choice Provisions;;;;TRUE
all_games13463;FOX n FORESTS; PlayStation 4;;May 17, 2018;;;65.0;7.0;;Fox n Forests is a 2D action platformer with RPG and puzzle elements inspired by the glorious days of 16-bit! Switch between various seasons on the fly, shoot and slash with your magic melee crossbow and snatch loot to unveil the mystery of the 5th seasons.;;;PS4_id_6029;FOX n FORESTS;PS4;EuroVideo;2018-05-17;;Platformer;;;Bonus Level Entertainment;;;;TRUE
all_games13470;Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling; PlayStation 4;;August 22, 2017;;;65.0;6.3;;In the wake of an epic battle, the Guardians discover an artifact of unspeakable power. Each of the Guardians has a reason to desire this relic, as does a ruthless enemy who will stop at nothing to tear it from their hands. From Earth to the Milano to Knowhere and beyond, this five-part episodic series puts you in the rocket-powered boots of Star-Lord in an original Guardians adventure.;;;PS4_id_9120;Marvel's Guardians of the Galaxy (PS4);PS4;Square Enix;2021-10-26;;;;;Eidos Montreal;;;;FALSE
all_games13499;Dark Eclipse; PlayStation 4;;September 25, 2018;;;65.0;6.7;;Dark Eclipse is PS4’s first ever VR MOBA. Command a team of three Leaders, each with their own unique characteristics and abilities, and battle for supremacy in the post-apocalyptic dark fantasy world of Oldus.;;;PS4_id_5087;Dark Eclipse;PS4;Sunsoft;2018-09-25;;Strategy,MOBA,Real Time;;;Sunsoft;;;;TRUE
all_games13525;Sniper Elite V2 Remastered; PlayStation 4;;May 14, 2019;;;65.0;4.2;;You are elite sniper Karl Fairburne, parachuted into Berlin amidst the Germans' final stand. Your mission is to prevent Nazi V2 rocket technology falling into the hands of the Red Army. You must aid key scientists keen to defect to the US, and terminate those who stand in your way. Stealth is key as you find yourself trapped between two desperate armies in a race against time. Master authentic weaponry, stalk your target, fortify your position, set up the shot, and use your skill, patience and cunning to achieve the mission. All new graphics and rendering technology gives you improved ball busting X-ray kill camera detail. Witness the terrifying power of your bullet as it enters an enemy's body. With all DLC missions included, take the fate of the war into your own hands, and hunt the Fuhrer himself.;;;PS4_id_4396;Sniper Elite V2 Remastered;PS4;Rebellion;2019-05-14;;Third Person Shooter,Stealth;;;Rebellion;;;;TRUE
all_games13531;Baja: Edge of Control HD; PlayStation 4;;September 14, 2017;;;65.0;6.3;;From the core founding members of the MX vs. ATV franchise comes the next off-road racing experience: BAJA. Conquer the toughest terrain Mother Nature has to offer and build the ultimate off-road vehicle. Combining the best elements of the real-world sport with the right balance of arcade fun, BAJA transports players to the epic open worlds and unforgiving terrain found at the pinnacle of off-road racing. Stunning visuals, vertical environments, and unpredictable terrain are crossed in over 100 square miles of drive-to-horizon landscape. Master hill-climb, circuit, and rally races to earn career sponsorships on the path to off-road supremacy. Harness the horsepower of elite Trophy Trucks, 4x4's and Buggies to finally compete in the definitive off-road endurance challenge, the Baja. Supercharged Vehicles: Harness the horsepower of over 40 elite Trophy Trucks, 4x4's and Buggies across eight varied vehicle classes. Horizontal Racing: Suspension, torque and horsepo wer are perfectly balanced to create the ultimate edge-of-control racing experience. Fine-tune the roar of your off-road machine with over 200 authentic vehicle parts. Power past the competition in 4-player split screen and 8-player online racing.;;;PS4_id_8193;Baja: Edge of Control HD;PS4;THQ Nordic;2017-09-14;;Simulation Racing;;;2XL Games;;;;TRUE
all_games13552;F1 2015; PlayStation 4;;July 21, 2015;;;65.0;6.4;;Honda returns and once more forges an alliance with McLaren, which also welcomes back Fernando Alonso. Sebastien Vettel moves to Ferrari and, alongside a new generation of exciting young drivers on the grid, will attempt to halt the winning start Mercedes have made in the new era of FORMULA 1. The race calendar for 2015 also features a new circuit, with a return to Mexico for the first time in over 20 years.;;;PS4_id_5742;F1 2015;PS4;Bandai Namco Entertainment;2015-07-21;;Automobile,Simulation Racing;;;Codemasters;;;;TRUE
