id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;0
Video_games_sales14299;Star Wars Jedi Knight: Jedi Academy;PC;Activision;2003-01-01;0.03;Shooter;81.0;8.6;;;T;;wikidata_id_29372;Star Wars Jedi Knight: Jedi Academy;Microsoft Windows;;2003-09-17;;;;;;;Teen;Star Wars: Jedi Knight;True
Video_games_sales14299;Star Wars Jedi Knight: Jedi Academy;PC;Activision;2003-01-01;0.03;Shooter;81.0;8.6;;;T;;wikidata_id_31501;Star Wars Jedi Knight II: Jedi Outcast;Microsoft Windows;;2002-03-26;;;;;;;Teen;Star Wars: Jedi Knight;False
Video_games_sales8939;Steep;XOne;Ubisoft;2016-01-01;0.15;Sports;74.0;6.6;;;T;;wikidata_id_51576;Steep;Microsoft Windows;;2016-12-02;;;;;;;Teen;;False
Video_games_sales501;Super Mario World 2: Yoshis Island;GBA;Nintendo;2002-01-01;2.91;Platform;;;;;;;wikidata_id_30395;Yoshi's Island: Super Mario Advance 3;Game Boy Advance;;2002-09-20;;;;;;;Everyone;Super Mario;True
Video_games_sales501;Super Mario World 2: Yoshis Island;GBA;Nintendo;2002-01-01;2.91;Platform;;;;;;;wikidata_id_33926;Yoshi's Island: Super Mario Advance 3;Game Boy Advance;;2002-09-20;;;;;;;Everyone;Super Mario Advance;True
Video_games_sales501;Super Mario World 2: Yoshis Island;GBA;Nintendo;2002-01-01;2.91;Platform;;;;;;;wikidata_id_39306;Yoshi's Island: Super Mario Advance 3;Game Boy Advance;;2002-09-20;;;;;;;Everyone;Yoshi's Island;True
Video_games_sales1308;Super Scribblenauts;DS;Warner Bros. Interactive Entertainment;2010-01-01;1.46;Puzzle;81.0;8.2;;;E10+;;wikidata_id_71690;Super Scribblenauts;Nintendo DS;;2010-10-12;;;;;;;;;True
Video_games_sales8849;The Amazing Spider-Man (Console Version);Wii;Activision;2012-01-01;0.15;Action;;;;;;;wikidata_id_62863;The Amazing Spider-Man;Wii U;;2012-06-26;;;;;;;Teen;;False
Video_games_sales8849;The Amazing Spider-Man (Console Version);Wii;Activision;2012-01-01;0.15;Action;;;;;;;wikidata_id_53099;The Amazing Spider-Man;Wii;;2012-06-26;;;;;;;Teen;;True
Video_games_sales2640;Tom Clancys Splinter Cell: Double Agent;X360;Ubisoft;2006-01-01;0.78;Action;85.0;8.1;;;M;;wikidata_id_44867;Tom Clancy's Splinter Cell: Double Agent;Xbox 360;;2006-10-17;;;;;;;Mature 17+;Tom Clancy's Splinter Cell;True
Video_games_sales2640;Tom Clancys Splinter Cell: Double Agent;X360;Ubisoft;2006-01-01;0.78;Action;85.0;8.1;;;M;;wikidata_id_42167;Tom Clancy's Splinter Cell: Chaos Theory;Xbox 360;;2005-03-23;;;;;;;;Tom Clancy's Splinter Cell;False
Video_games_sales4135;Vigilante 8: 2nd Offense;PS;Activision;1999-01-01;0.48;Racing;;;;;;;wikidata_id_5825;Vigilante 8;PlayStation;;1998-05-31;;;;;;;Teen;;False
Video_games_sales4135;Vigilante 8: 2nd Offense;PS;Activision;1999-01-01;0.48;Racing;;;;;;;wikidata_id_26269;Vigilante 8: 2nd Offense;PlayStation;;1999-10-31;;;;;;;Teen;Vigilante 8;True
Video_games_sales4317;Vin Diesel: Wheelman;X360;Ubisoft;2009-01-01;0.45;Racing;;;;;;;wikidata_id_37488;Wheelman;Xbox 360;;2009-03-24;;;;;;;Teen;;True
Video_games_sales666;WCW/nWo Revenge;N64;THQ;1998-01-01;2.38;Fighting;;;;;;;wikidata_id_13703;WCW/nWo Revenge;Nintendo 64;;1998-11-30;;;;;;;;;True
Video_games_sales1289;WWF WrestleMania 2000;N64;THQ;1999-01-01;1.48;Fighting;;;;;;;wikidata_id_858;WWF WrestleMania 2000;Nintendo 64;;1999-01-01;;;;;;;;;True
Video_games_sales13312;NBA 2K;DC;Sega;1999-01-01;0.05;Sports;;;;;;;wikidata_id_4929;Q3341387;ZX Spectrum;;1989-01-01;;;;;;;;;False
Video_games_sales13167;The Typing of the Dead;DC;Sega;2000-01-01;0.05;Shooter;83.0;7.8;;;M;;wikidata_id_49988;Gamecraft;Microsoft Windows;;2019-05-10;;;;;;;;;False
Video_games_sales2741;Super Monkey Ball: Touch & Roll;DS;Sega;2005-01-01;0.75;Misc;;;;;;;wikidata_id_44712;Fable: The Lost Chapters;x86;;2005-09-20;;;;;;;Mature 17+;;False
Video_games_sales13577;Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS;DS;Success;2005-01-01;0.04;Misc;;;;;;;wikidata_id_79087;Cities: Skylines – Sunset Harbor;Microsoft Windows;;2020-03-26;;;;;;;;;False
Video_games_sales12429;Monster Tale;DS;Majesco Entertainment;2011-01-01;0.06;Platform;79.0;8.0;;;E;;wikidata_id_59095;Deus Ex: The Fall;Microsoft Windows;;2013-07-11;;;;;;;Mature 17+;Deus Ex;False
Video_games_sales4616;Wheel of Fortune;DS;THQ;2010-01-01;0.42;Misc;;;;;E;;wikidata_id_40666;Rule of Rose;PlayStation 2;;2006-01-19;;;;;;;Mature 17+;;False
Video_games_sales11014;The Story of Noahs Ark;DS;SouthPeak Games;2010-01-01;0.09;Action;;;;;;;wikidata_id_25947;Lordlings of Yore;Apple II;;1984-01-01;;;;;;;;;False
Video_games_sales8369;Ringling Bros. and Barnum & Bailey: Circus Friends;DS;Take-Two Interactive;2009-01-01;0.17;Action;;;;;;;wikidata_id_59642;10 Second Ninja;macOS;;2014-03-05;;;;;;;;10 Second Ninja;False
Video_games_sales9001;Medal of Honor: Infiltrator;GBA;Electronic Arts;2003-01-01;0.15;Shooter;80.0;7.2;;;T;;wikidata_id_24468;Chuckie Egg;Amstrad CPC;;1983-01-01;;;;;;;;;False
Video_games_sales4912;Disney's Brother Bear;GBA;THQ;2003-01-01;0.39;Action;;;;;E;;wikidata_id_23180;Valis II;MSX;;1989-08-09;;;;;;;Teen;;False
Video_games_sales1677;Shrek / Shrek 2 2-in-1 Gameboy Advance Video;GBA;Activision;2007-01-01;1.21;Misc;;;;;;;wikidata_id_41519;Cherry Petals Fall Like Teardrops;Microsoft Windows;;2002-08-09;;;;;;;;;False
Video_games_sales11588;The King of Fighters EX2: Howling Blood;GBA;Marvelous Interactive;2002-01-01;0.08;Fighting;80.0;9.1;;;T;;wikidata_id_28143;Sid Meier's Pirates!;PlayStation Portable;;2004-11-22;;;;;;;;;False
Video_games_sales5817;NASCAR Thunder 2003;GC;Electronic Arts;2002-01-01;0.31;Racing;85.0;6.6;;;E;;wikidata_id_59842;Black & White 2;macOS;;2014-11-30;;;;;;;Teen;Black & White;False
Video_games_sales15349;Muppets Party Cruise;GC;TDK Mediactive;2003-01-01;0.02;Misc;;8.0;;;E;;wikidata_id_27071;007: Licence to Kill;Commodore 64;;1989-04-20;;;;;;;;James Bond;False
Video_games_sales12841;Wreckless: ThE YaKuza MisSiOns;GC;Activision;2002-01-01;0.06;Racing;58.0;;;;T;;wikidata_id_13570;Dahna: Megami Tanjō;Sega Genesis;;1991-12-20;;;;;;;;;False
Video_games_sales7650;Roadsters 99;N64;Titus;1999-01-01;0.2;Racing;;;;;;;wikidata_id_21838;Power Piggs of the Dark Age;Super Nintendo Entertainment System;;1994-01-01;;;;;;;;;False
Video_games_sales8664;NBA 2K12;PC;Take-Two Interactive;2011-01-01;0.16;Sports;86.0;7.1;;;E;;wikidata_id_38438;Gunrox;Microsoft Windows;;2008-04-01;;;;;;;;;False
Video_games_sales8138;Company of Heroes: Anthology;PC;THQ;2009-01-01;0.18;Strategy;;;;;;;wikidata_id_85591;Olija;Microsoft Windows;;2021-01-28;;;;;;;Teen;;False
Video_games_sales12636;Create;PC;Electronic Arts;2010-01-01;0.06;Action;54.0;6.8;;;E;;wikidata_id_83473;Speed Limit;Xbox One;;2021-02-17;;;;;;;;;False
Video_games_sales2514;Casper;PS;Interplay;1996-01-01;0.83;Adventure;;;;;;;wikidata_id_16397;ESWAT: City Under Siege;Wii;;1990-06-01;;;;;;;;;False
Video_games_sales4808;Gauntlet: Seven Sorrows;PS2;Midway Games;2005-01-01;0.4;Role-Playing;59.0;5.7;;;T;;wikidata_id_16382;Klonoa: Door to Phantomile;PlayStation;;1997-12-11;;;;;;;Everyone;Klonoa;False
Video_games_sales2441;Dynasty Warriors 4: Xtreme Legends;PS2;Tecmo Koei;2003-01-01;0.86;Action;72.0;9.1;;;T;;wikidata_id_30975;Hundred Swords;Sega Dreamcast;;2001-01-01;;;;;;;;;False
Video_games_sales7705;Taiko no Tatsujin: Go! Go! Godaime;PS2;Namco Bandai Games;2004-01-01;0.2;Misc;;;;;;;wikidata_id_87044;Out of the Park Baseball 23;macOS;;2022-04-22;;;;;;;;;False
Video_games_sales355;Star Wars: Battlefront;PS2;LucasArts;2004-01-01;3.61;Shooter;82.0;8.7;;;T;;wikidata_id_38993;The Golden Compass;Xbox 360;;2007-11-30;;;;;;;;;False
Video_games_sales4489;SingStar Motown;PS2;Sony Computer Entertainment;2009-01-01;0.44;Misc;;;;;;;wikidata_id_90173;Super Robot Wars 30;Microsoft Windows;;2021-10-28;;;;;;;Teen;Super Robot Wars;False
Video_games_sales10232;Astro Boy: The Video Game;PS2;D3Publisher;2009-01-01;0.11;Action;56.0;5.0;;;E10+;;wikidata_id_26865;The Immortal;DOS;;1990-01-01;;;;;;;;;False
Video_games_sales6936;Shadow Hearts: Covenant;PS2;Midway Games;2004-01-01;0.24;Role-Playing;85.0;9.1;;;T;;wikidata_id_66149;Floor Kids;Xbox One;;2017-12-07;;;;;;;Everyone;;False
Video_games_sales16846;Gakuen Alice: KiraKira * Memory Kiss;PS2;Kids Station;2006-01-01;0.01;Adventure;;;;;;;wikidata_id_65448;Deformers;PlayStation 4;;2017-04-20;;;;;;;Everyone 10+;;False
Video_games_sales3175;Sengoku Basara: Samurai Heroes;PS3;Capcom;2010-01-01;0.64;Action;61.0;7.9;;;T;;wikidata_id_791;Sentinel Returns;PlayStation;;1998-01-01;;;;;;;;;False
Video_games_sales1503;Rise of the Tomb Raider;PS4;Square Enix;2016-01-01;1.32;Adventure;;;;;M;;wikidata_id_38204;Progress Quest;Macintosh operating systems;;2002-01-01;;;;;;;;;False
Video_games_sales513;Mortal Kombat X;PS4;Warner Bros. Interactive Entertainment;2015-01-01;2.86;Fighting;83.0;7.7;;;M;;wikidata_id_36450;Duke Nukem: Land of the Babes;PlayStation;;2000-09-19;;;;;;;Mature 17+;Duke Nukem;False
Video_games_sales14797;Hyakumanton no Bara Bara;PSP;Sony Computer Entertainment;2010-01-01;0.03;Strategy;;;;;;;wikidata_id_45489;The Organ Trail;macOS;;2012-08-09;;;;;;;;;False
Video_games_sales2404;Phantasy Star Portable 2;PSP;Sega;2009-01-01;0.87;Role-Playing;69.0;8.1;;;T;;wikidata_id_80372;Melty Blood: Type Lumina;Nintendo Switch;;2021-09-30;;;;;;;Teen;Melty Blood;False
Video_games_sales7061;Disgaea: Afternoon of Darkness;PSP;Tecmo Koei;2006-01-01;0.23;Role-Playing;87.0;8.2;;;T;;wikidata_id_36020;Super Monkey Ball Adventure;PlayStation Portable;;2006-06-30;;;;;;;Everyone;Super Monkey Ball;False
Video_games_sales13613;Stranger of Sword City;PSV;Nippon Ichi Software;2015-01-01;0.04;Role-Playing;71.0;8.0;;;T;;wikidata_id_11165;Ice and Fire;Microsoft Windows;;1995-01-01;;;;;;;;;False
Video_games_sales16993;Space Hulk;PSV;Funbox Media;2015-01-01;0.01;Strategy;51.0;6.0;;;T;;wikidata_id_14133;The Combatribes;Virtual Console;;1990-01-01;;;;;;;;;False
Video_games_sales13365;Refrain no Chika Meikyuu to Majo no Ryodan;PSV;Nippon Ichi Software;2016-01-01;0.05;Action;;;;;;;wikidata_id_89585;Age of Empires IV;Microsoft Windows;;2021-10-28;;;;;;;Teen;Age of Empires;False
Video_games_sales5496;LEGO Batman 2: DC Super Heroes;PSV;Warner Bros. Interactive Entertainment;2012-01-01;0.33;Action;62.0;6.7;;;E10+;;wikidata_id_29497;Inkawar;Microsoft Windows;;2007-01-01;;;;;;;;;False
Video_games_sales6085;Puzzle Quest: Challenge of the Warlords;Wii;D3Publisher;2007-01-01;0.29;Puzzle;71.0;6.2;;;E10+;;wikidata_id_73597;Murasaki Tsurugi;Microsoft Windows;;2018-12-18;;;;;;;;;False
